series_key,brand,series,body_type,energy_type,vehicle_categories,energy_subtypes,manufacturer_attributes,taxonomy_source,taxonomy_confidence
大指挥官,Jeep,大指挥官,,燃油车,,燃油,,internal_90d,0.88
大指挥官phev,Jeep,大指挥官PHEV,,新能源,,新能源,,internal_90d,0.88
大捷龙,克莱斯勒,大捷龙,,燃油车,,燃油,,internal_90d,0.88
大捷龙phev进口,克莱斯勒,大捷龙PHEV(进口),,新能源,,新能源,,internal_90d,0.88
大捷龙进口,克莱斯勒,大捷龙(进口),,燃油车,,燃油,,internal_90d,0.88
大蚂蚁,奇瑞新能源,大蚂蚁,,新能源,,新能源,,internal_90d,0.88
大迈x5,众泰,大迈X5,,燃油车,,燃油,,internal_90d,0.88
大迈x7,众泰,大迈X7,,燃油车,,燃油,,internal_90d,0.88
大运星p30,大运,大运星P30,,燃油车,,燃油,,internal_90d,0.88
大通d60,大通,大通D60,,燃油车,,燃油,,internal_90d,0.88
大通d90,大通,大通D90,MPV,燃油车,MPV,燃油,,heuristic_body+internal_90d,0.88
大通d90pro,大通,大通D90 Pro,MPV,燃油车,MPV,燃油,,heuristic_body+internal_90d,0.88
大通eg10,大通,大通EG10,,新能源,,新能源,,internal_90d,0.88
大通euniq5,大通,大通EUNIQ 5,,新能源,,新能源,,internal_90d,0.88
大通euniq5plugin,大通,大通EUNIQ 5 PLUG IN,,新能源,,新能源,,internal_90d,0.88
大通ev30,大通,大通EV30,,新能源,,新能源,,internal_90d,0.88
大通g10,大通,大通G10,MPV,燃油车,MPV,燃油,,dcd_ranking+internal_90d,0.96
大通g20,大通,大通G20,,燃油车,,燃油,,internal_90d,0.88
大通g50,大通,大通G50,MPV,燃油车,MPV,燃油,,dcd_ranking+internal_90d,0.96
大通g50phev,大通,大通G50 PHEV,MPV,新能源,MPV,新能源,,dcd_ranking+internal_90d,0.96
大通g70,大通,大通G70,MPV,燃油车,MPV,燃油,,dcd_ranking+internal_90d,0.96
大通g90,大通,大通G90,MPV,燃油车,MPV,燃油,,dcd_ranking+internal_90d,0.96
大通rg10,大通,大通RG10,,燃油车,,燃油,,internal_90d,0.88
大通t60,大通,大通T60,,燃油车,,燃油,,dcd_ranking+internal_90d,0.96
大通t70,大通,大通T70,,燃油车,,燃油,,internal_90d,0.88
大通t90,大通,大通T90,,燃油车,,燃油,,internal_90d,0.88
大通v100,大通,大通V100,,燃油车,轻客,燃油,,internal_90d,0.88
大通v80房车,大通,大通V80房车,其他,燃油车,轻客,燃油,,heuristic_body+internal_90d,0.88
大通v90房车,大通,大通V90房车,其他,燃油车,轻客,燃油,,heuristic_body+internal_90d,0.88
大道,江铃,大道,,燃油车,,燃油,,internal_90d,0.88
大道ev,江铃,大道EV,,,,,,unknown,0.0
大领主,中兴,大领主,,燃油车,,燃油,,internal_90d,0.88
天籁,日产,天籁,轿车,燃油车,轿车,燃油,,dcd_ranking+heuristic_body+internal_90d,0.96
天美et5,创维汽车,天美ET5,,新能源,,新能源,,internal_90d,0.88
天语sx4,铃木,天语 SX4,,燃油车,,燃油,,internal_90d,0.88
天语尚悦,铃木,天语 尚悦,,燃油车,,燃油,,internal_90d,0.88
天逸c5aircross,雪铁龙,天逸 C5 AIRCROSS,SUV,燃油车,SUV,燃油,,dcd_ranking+heuristic_body+internal_90d,0.96
天逸c5aircrossphev,雪铁龙,天逸 C5 AIRCROSS PHEV,SUV,新能源,SUV,新能源,,heuristic_body+internal_90d,0.88
天际me5,天际汽车,天际ME5,,新能源,,新能源,,internal_90d,0.88
天际me7,天际汽车,天际ME7,,新能源,,新能源,,internal_90d,0.88
天龙旗舰kx牵引车,东风,天龙旗舰KX牵引车,,燃油车,,燃油,,internal_90d,0.88
奇域,旅美房车,奇域,,燃油车,,燃油,,internal_90d,0.88
奇瑞a1,奇瑞,奇瑞A1,,燃油车,,燃油,,internal_90d,0.88
奇瑞a3,奇瑞,奇瑞A3,,燃油车,,燃油,,internal_90d,0.88
奇瑞a5,奇瑞,奇瑞A5,,燃油车,,燃油,,internal_90d,0.88
奇瑞e3,奇瑞,奇瑞E3,,燃油车,,燃油,,internal_90d,0.88
奇瑞e5,奇瑞,奇瑞E5,,燃油车,,燃油,,internal_90d,0.88
奇瑞eq,奇瑞新能源,奇瑞eQ,,新能源,,新能源,,internal_90d,0.88
奇瑞eq2,奇瑞新能源,奇瑞eQ2,SUV,新能源,SUV,新能源,,heuristic_body+internal_90d,0.88
奇瑞gene,奇瑞,奇瑞GENE,,燃油车,,燃油,,internal_90d,0.88
奇瑞qq,奇瑞,奇瑞QQ,,燃油车,,燃油,,internal_90d,0.88
奇瑞qq3,奇瑞,奇瑞QQ3,SUV,燃油车,SUV,燃油,,heuristic_body+internal_90d,0.88
奇瑞qq6,奇瑞,奇瑞QQ6,,燃油车,,燃油,,internal_90d,0.88
奇瑞x1,奇瑞,奇瑞X1,,燃油车,,燃油,,internal_90d,0.88
奇瑞舒享家,奇瑞新能源,奇瑞舒享家,,新能源,,新能源,,internal_90d,0.88
奇骏,日产,奇骏,SUV,燃油车,SUV,燃油,,dcd_ranking+internal_90d,0.96
奇骏荣耀,日产,奇骏·荣耀,,燃油车,,燃油,,internal_90d,0.88
奇骏进口,日产,奇骏(进口),,燃油车,,燃油,,internal_90d,0.88
奔奔,长安,奔奔,轿车,燃油车,轿车,燃油,,heuristic_body+internal_90d,0.88
奔奔estar,长安欧尚,奔奔E-Star,轿车,新能源,轿车,新能源,,heuristic_body+internal_90d,0.88
奔奔ev,长安,奔奔EV,轿车,新能源,轿车,新能源,,heuristic_body+internal_90d,0.88
奔奔love,长安,奔奔LOVE,轿车,燃油车,轿车,燃油,,heuristic_body+internal_90d,0.88
奔奔mini,长安,奔奔MINI,轿车,燃油车,轿车,燃油,,heuristic_body+internal_90d,0.88
奔奔minie,长安欧尚,奔奔mini-e,轿车,新能源,轿车,新能源,,heuristic_body+internal_90d,0.88
奔腾b30,奔腾,奔腾B30,,燃油车,,燃油,,internal_90d,0.88
奔腾b30ev,奔腾,奔腾B30 EV,,新能源,,新能源,,internal_90d,0.88
奔腾b50,奔腾,奔腾B50,,燃油车,,燃油,,internal_90d,0.88
奔腾b70,奔腾,奔腾B70,,燃油车,,燃油,,internal_90d,0.88
奔腾b70s,奔腾,奔腾B70S,,燃油车,,燃油,,internal_90d,0.88
奔腾b90,奔腾,奔腾B90,,燃油车,,燃油,,internal_90d,0.88
奔腾m9,奔腾,奔腾M9,,燃油车,,燃油,,internal_90d,0.88
奔腾nat,奔腾,奔腾NAT,,新能源,,新能源,,internal_90d,0.88
奔腾t33,奔腾,奔腾T33,SUV,燃油车,SUV,燃油,,heuristic_body+internal_90d,0.88
奔腾t55,奔腾,奔腾T55,,燃油车,,燃油,,internal_90d,0.88
奔腾t77,奔腾,奔腾T77,,燃油车,,燃油,,internal_90d,0.88
奔腾t90,奔腾,奔腾T90,,燃油车,,燃油,,internal_90d,0.88
奔腾t99,奔腾,奔腾T99,,燃油车,,燃油,,internal_90d,0.88
奔腾x40,奔腾,奔腾X40,,燃油车,,燃油,,internal_90d,0.88
奔腾x40ev,奔腾,奔腾X40 EV,,新能源,,新能源,,internal_90d,0.88
奔腾x80,奔腾,奔腾X80,,燃油车,,燃油,,internal_90d,0.88
奔腾全新概念轿车,奔腾,奔腾全新概念轿车,,燃油车,,燃油,,internal_90d,0.88
奔腾小马,奔腾,奔腾小马,轿车,新能源,轿车,新能源,,dcd_ranking+heuristic_body+internal_90d,0.96
奔驰300e,奔驰,奔驰300 E,,燃油车,,燃油,,internal_90d,0.88
奔驰actros国产牵引车,奔驰,奔驰Actros(国产)牵引车,,燃油车,,燃油,,internal_90d,0.88
奔驰a级,奔驰,奔驰A级,轿车,燃油车,轿车,燃油,,dcd_ranking+heuristic_body+internal_90d,0.96
奔驰a级amg,奔驰,奔驰A级AMG,轿车,燃油车,轿车,燃油,,dcd_ranking+heuristic_body+internal_90d,0.96
奔驰a级amg进口,奔驰,奔驰A级AMG(进口),轿车,燃油车,轿车,燃油,,dcd_ranking+heuristic_body+internal_90d,0.96
奔驰a级进口,奔驰,奔驰A级(进口),轿车,燃油车,轿车,燃油,,heuristic_body+internal_90d,0.88
奔驰b级,奔驰,奔驰B级,MPV,燃油车,MPV,燃油,,heuristic_body+internal_90d,0.88
奔驰cla,奔驰,奔驰CLA,,燃油车,,燃油,,internal_90d,0.88
奔驰claamg,奔驰,奔驰CLA AMG,轿车,燃油车,轿车,燃油,,dcd_ranking+internal_90d,0.96
奔驰claev,奔驰,奔驰CLA EV,,新能源,,新能源,,internal_90d,0.88
奔驰claphev,奔驰,奔驰CLA PHEV,,燃油车,,燃油,,internal_90d,0.88
奔驰cla级,奔驰,奔驰CLA级,,燃油车,,燃油,,internal_90d,0.88
奔驰cla级amg,奔驰,奔驰CLA级AMG,,燃油车,,燃油,,internal_90d,0.88
奔驰cla进口,奔驰,奔驰CLA(进口),轿车,燃油车,轿车,燃油,,dcd_ranking+internal_90d,0.96
奔驰cle级,奔驰,奔驰CLE级,轿车,燃油车,轿车,燃油,,dcd_ranking+heuristic_body+internal_90d,0.96
奔驰cle级amg,奔驰,奔驰CLE级AMG,轿车,燃油车,轿车,燃油,,dcd_ranking+heuristic_body+internal_90d,0.96
奔驰clk级,奔驰,奔驰CLK级,,燃油车,,燃油,,internal_90d,0.88
奔驰cls,奔驰,奔驰CLS,,燃油车,,燃油,,internal_90d,0.88
奔驰cls级amg,奔驰,奔驰CLS级AMG,,燃油车,,燃油,,internal_90d,0.88
奔驰cl级,奔驰,奔驰CL级,,燃油车,,燃油,,internal_90d,0.88
奔驰c级,奔驰,奔驰C级,轿车,燃油车,轿车,燃油,,dcd_ranking+heuristic_body+internal_90d,0.96
奔驰c级amg,奔驰,奔驰C级AMG,轿车,燃油车,轿车,燃油,,dcd_ranking+heuristic_body+internal_90d,0.96
奔驰c级amgphev,奔驰,奔驰C级AMG PHEV,轿车,新能源,轿车,新能源,,heuristic_body+internal_90d,0.88
奔驰c级phev,奔驰,奔驰C级PHEV,轿车,新能源,轿车,新能源,,dcd_ranking+heuristic_body+internal_90d,0.96
奔驰c级进口,奔驰,奔驰C级(进口),轿车,燃油车,轿车,燃油,,heuristic_body+internal_90d,0.88
奔驰eqa,奔驰,奔驰EQA,SUV,新能源,SUV,新能源,,dcd_ranking+internal_90d,0.96
奔驰eqb,奔驰,奔驰EQB,SUV,新能源,SUV,新能源,,dcd_ranking+internal_90d,0.96
奔驰eqc,奔驰,奔驰EQC,,新能源,,新能源,,internal_90d,0.88
奔驰eqe,奔驰,奔驰EQE,轿车,新能源,轿车,新能源,,dcd_ranking+internal_90d,0.96
奔驰eqeamg,奔驰,奔驰EQE AMG,轿车,新能源,轿车,新能源,,dcd_ranking+internal_90d,0.96
奔驰eqesuv,奔驰,奔驰EQE SUV,SUV,新能源,SUV,新能源,,dcd_ranking+heuristic_body+internal_90d,0.96
奔驰eqs,奔驰,奔驰EQS,轿车,新能源,轿车,新能源,,dcd_ranking+internal_90d,0.96
奔驰eqsamg,奔驰,奔驰EQS AMG,轿车,新能源,轿车,新能源,,dcd_ranking,0.96
奔驰eqssuv,奔驰,奔驰EQS SUV,SUV,新能源,SUV,新能源,,dcd_ranking+heuristic_body+internal_90d,0.96
奔驰e级,奔驰,奔驰E级,轿车,燃油车,轿车,燃油,,dcd_ranking+heuristic_body+internal_90d,0.96
奔驰e级amg,奔驰,奔驰E级AMG,轿车,燃油车,轿车,燃油,,heuristic_body+internal_90d,0.88
奔驰e级phev,奔驰,奔驰E级PHEV,轿车,新能源,轿车,新能源,,dcd_ranking+heuristic_body+internal_90d,0.96
奔驰e级进口,奔驰,奔驰E级(进口),轿车,燃油车,轿车,燃油,,dcd_ranking+heuristic_body+internal_90d,0.96
奔驰gla,奔驰,奔驰GLA,SUV,燃油车,SUV,燃油,,dcd_ranking+internal_90d,0.96
奔驰glaamg,奔驰,奔驰GLA AMG,SUV,燃油车,SUV,燃油,,dcd_ranking+internal_90d,0.96
奔驰glaphev,奔驰,奔驰GLA PHEV,,新能源,,新能源,,internal_90d,0.88
奔驰gla进口,奔驰,奔驰GLA(进口),,燃油车,,燃油,,internal_90d,0.88
奔驰glb,奔驰,奔驰GLB,SUV,燃油车,SUV,燃油,,dcd_ranking+internal_90d,0.96
奔驰glbamg,奔驰,奔驰GLB AMG,SUV,燃油车,SUV,燃油,,dcd_ranking+internal_90d,0.96
奔驰glc,奔驰,奔驰GLC,SUV,燃油车,SUV,燃油,,dcd_ranking+heuristic_body+internal_90d,0.96
奔驰glcamg,奔驰,奔驰GLC AMG,SUV,燃油车,SUV,燃油,,dcd_ranking+heuristic_body+internal_90d,0.96
奔驰glcphev,奔驰,奔驰GLC PHEV,SUV,新能源,SUV,新能源,,dcd_ranking+heuristic_body+internal_90d,0.96
奔驰glcphev进口,奔驰,奔驰GLC PHEV(进口),SUV,燃油车,SUV,燃油,,heuristic_body+internal_90d,0.88
奔驰glc海外,奔驰,奔驰GLC(海外),SUV,燃油车,SUV,燃油,,heuristic_body+internal_90d,0.88
奔驰glc轿跑,奔驰,奔驰GLC轿跑,SUV,燃油车,SUV,燃油,,dcd_ranking+heuristic_body+internal_90d,0.96
奔驰glc轿跑amg,奔驰,奔驰GLC轿跑 AMG,SUV,燃油车,SUV,燃油,,dcd_ranking+heuristic_body+internal_90d,0.96
奔驰gle,奔驰,奔驰GLE,SUV,燃油车,SUV,燃油,,heuristic_body+internal_90d,0.88
奔驰gleamg,奔驰,奔驰GLE AMG,SUV,燃油车,SUV,燃油,,dcd_ranking+heuristic_body+internal_90d,0.96
奔驰glephev,奔驰,奔驰GLE PHEV,SUV,新能源,SUV,新能源,,dcd_ranking+heuristic_body+internal_90d,0.96
奔驰gle轿跑,奔驰,奔驰GLE轿跑,SUV,燃油车,SUV,燃油,,dcd_ranking+heuristic_body+internal_90d,0.96
奔驰gle轿跑amg,奔驰,奔驰GLE轿跑 AMG,SUV,燃油车,SUV,燃油,,dcd_ranking+heuristic_body+internal_90d,0.96
奔驰gle轿跑phev,奔驰,奔驰GLE轿跑 PHEV,SUV,新能源,SUV,新能源,,dcd_ranking+heuristic_body+internal_90d,0.96
奔驰gle进口,奔驰,奔驰GLE(进口),SUV,燃油车,SUV,燃油,,dcd_ranking+heuristic_body+internal_90d,0.96
奔驰glk级,奔驰,奔驰GLK级,,燃油车,,燃油,,internal_90d,0.88
奔驰glk级进口,奔驰,奔驰GLK级(进口),,燃油车,,燃油,,internal_90d,0.88
奔驰gls,奔驰,奔驰GLS,SUV,燃油车,SUV,燃油,,dcd_ranking+internal_90d,0.96
奔驰glsamg,奔驰,奔驰GLS AMG,SUV,燃油车,SUV,燃油,,dcd_ranking+internal_90d,0.96
奔驰gl级,奔驰,奔驰GL级,,燃油车,,燃油,,internal_90d,0.88
奔驰gl级amg,奔驰,奔驰GL级AMG,,燃油车,,燃油,,internal_90d,0.88
奔驰g级,奔驰,奔驰G级,,燃油车,,燃油,,internal_90d,0.88
奔驰g级amg,奔驰,奔驰G级AMG,,燃油车,,燃油,,internal_90d,0.88
奔驰m级,奔驰,奔驰M级,,燃油车,,燃油,,internal_90d,0.88
奔驰m级amg,奔驰,奔驰M级AMG,,燃油车,,燃油,,internal_90d,0.88
奔驰r级,奔驰,奔驰R级,,燃油车,,燃油,,internal_90d,0.88
奔驰slc级,奔驰,奔驰SLC级,轿车,燃油车,轿车,燃油,,heuristic_body+internal_90d,0.88
奔驰slk级,奔驰,奔驰SLK级,,燃油车,,燃油,,internal_90d,0.88
奔驰sls级amg,奔驰,奔驰SLS级AMG,,燃油车,,燃油,,internal_90d,0.88
奔驰sl级,奔驰,奔驰SL级,,燃油车,,燃油,,internal_90d,0.88
奔驰sl级amg,奔驰,奔驰SL级AMG,,燃油车,,燃油,,dcd_ranking,0.96
奔驰s级,奔驰,奔驰S级,轿车,燃油车,轿车,燃油,,dcd_ranking+internal_90d,0.96
奔驰s级amg,奔驰,奔驰S级AMG,,燃油车,,燃油,,internal_90d,0.88
奔驰s级phev,奔驰,奔驰S级PHEV,轿车,新能源,轿车,新能源,,dcd_ranking+internal_90d,0.96
奔驰v级,奔驰,奔驰V级,MPV,燃油车,MPV,燃油,,dcd_ranking+internal_90d,0.96
奔驰v级海外,奔驰,奔驰V级(海外),,燃油车,,燃油,,internal_90d,0.88
奕歌,三菱,奕歌,,燃油车,,燃油,,internal_90d,0.88
奕泽e进擎,丰田,奕泽E进擎,SUV,新能源,SUV,新能源,,heuristic_body+internal_90d,0.88
奕泽izoa,丰田,奕泽IZOA,SUV,燃油车,SUV,燃油,,heuristic_body+internal_90d,0.88
奕派007,东风奕派,奕派007,轿车,新能源,轿车,新能源,,dcd_ranking+heuristic_body+internal_90d,0.96
奕派008,东风奕派,奕派008,SUV,新能源,SUV,新能源,,dcd_ranking+internal_90d,0.96
奕炫,东风风神,奕炫,轿车,燃油车,轿车,燃油,,dcd_ranking+heuristic_body+internal_90d,0.96
奕炫ev,东风风神,奕炫EV,轿车,新能源,轿车,新能源,,heuristic_body+internal_90d,0.88
奕炫gs,东风风神,奕炫GS,轿车,燃油车,轿车,燃油,,heuristic_body+internal_90d,0.88
奕炫max,东风风神,奕炫MAX,轿车,燃油车,轿车,燃油,,heuristic_body+internal_90d,0.88
奕跑,起亚,奕跑,SUV,燃油车,SUV,燃油,,dcd_ranking+internal_90d,0.96
奥丁,东风,奥丁,,燃油车,,燃油,,internal_90d,0.88
奥德赛,本田,奥德赛,MPV,燃油车,MPV,燃油,,dcd_ranking+heuristic_body+internal_90d,0.96
奥德赛海外,本田,奥德赛(海外),MPV,燃油车,MPV,燃油,,heuristic_body+internal_90d,0.88
奥拓,铃木,奥拓,,燃油车,,燃油,,internal_90d,0.88
奥轩g5,广汽吉奥,奥轩G5,,燃油车,,燃油,,internal_90d,0.88
奥轩gx5,广汽吉奥,奥轩GX5,,燃油车,,燃油,,internal_90d,0.88
奥迪a1,奥迪,奥迪A1,,燃油车,,燃油,,internal_90d,0.88
奥迪a3,奥迪,奥迪A3,轿车,燃油车,轿车,燃油,,dcd_ranking+internal_90d,0.96
奥迪a3进口,奥迪,奥迪A3(进口),,燃油车,,燃油,,internal_90d,0.88
奥迪a4,奥迪,奥迪A4,,燃油车,,燃油,,internal_90d,0.88
奥迪a4l,奥迪,奥迪A4L,轿车,燃油车,轿车,燃油,,dcd_ranking+heuristic_body+internal_90d,0.96
奥迪a4进口,奥迪,奥迪A4(进口),轿车,燃油车,轿车,燃油,,dcd_ranking+internal_90d,0.96
奥迪a5,奥迪,奥迪A5,轿车,燃油车,轿车,燃油,,dcd_ranking+internal_90d,0.96
奥迪a5l,奥迪,奥迪A5L,轿车,燃油车,轿车,燃油,,dcd_ranking+internal_90d,0.96
奥迪a5lsportback,奥迪,奥迪A5L Sportback,轿车,燃油车,轿车,燃油,,dcd_ranking+internal_90d,0.96
奥迪a6,奥迪,奥迪A6,,燃油车,,燃油,,internal_90d,0.88
奥迪a6l,奥迪,奥迪A6L,轿车,燃油车,轿车,燃油,,dcd_ranking+heuristic_body+internal_90d,0.96
奥迪a6letron,奥迪,奥迪A6L e-tron,轿车,新能源,轿车,新能源,,heuristic_body+internal_90d,0.88
奥迪a6lphev,奥迪,奥迪A6L PHEV,轿车,新能源,轿车,新能源,,heuristic_body+internal_90d,0.88
奥迪a6进口,奥迪,奥迪A6(进口),轿车,燃油车,轿车,燃油,,dcd_ranking+internal_90d,0.96
奥迪a7,奥迪,奥迪A7,轿车,燃油车,轿车,燃油,,dcd_ranking+internal_90d,0.96
奥迪a7l,奥迪,奥迪A7L,轿车,燃油车,轿车,燃油,,dcd_ranking+internal_90d,0.96
奥迪a8,奥迪,奥迪A8,轿车,燃油车,轿车,燃油,,dcd_ranking+internal_90d,0.96
奥迪a8phev,奥迪,奥迪A8 PHEV,,新能源,,新能源,,internal_90d,0.88
奥迪e5sportback,奥迪AUDI,奥迪E5 Sportback,轿车,新能源,轿车,新能源,,dcd_ranking+internal_90d,0.96
奥迪e7x,奥迪AUDI,奥迪E7X,,新能源,,新能源,,internal_90d,0.88
奥迪etron,奥迪,奥迪e-tron,,新能源,,新能源,,internal_90d,0.88
奥迪etrongt,奥迪,奥迪e-tron GT,,新能源,,新能源,,internal_90d,0.88
奥迪etronsportback进口,奥迪,奥迪e-tron Sportback(进口),,新能源,,新能源,,internal_90d,0.88
奥迪etron进口,奥迪,奥迪e-tron(进口),,新能源,,新能源,,internal_90d,0.88
奥迪q2,奥迪,奥迪Q2,SUV,燃油车,SUV,燃油,,heuristic_body+internal_90d,0.88
奥迪q2l,奥迪,奥迪Q2L,SUV,燃油车,SUV,燃油,,dcd_ranking+heuristic_body+internal_90d,0.96
奥迪q2letron,奥迪,奥迪Q2L e-tron,SUV,新能源,SUV,新能源,,heuristic_body+internal_90d,0.88
奥迪q3,奥迪,奥迪Q3,SUV,燃油车,SUV,燃油,,dcd_ranking+heuristic_body+internal_90d,0.96
奥迪q3sportback,奥迪,奥迪Q3 Sportback,SUV,燃油车,SUV,燃油,,dcd_ranking+heuristic_body+internal_90d,0.96
奥迪q3进口,奥迪,奥迪Q3(进口),SUV,燃油车,SUV,燃油,,heuristic_body+internal_90d,0.88
奥迪q4,奥迪,奥迪Q4,,燃油车,,燃油,,internal_90d,0.88
奥迪q4etron,奥迪,奥迪Q4 e-tron,SUV,新能源,SUV,新能源,,dcd_ranking+internal_90d,0.96
奥迪q5,奥迪,奥迪Q5,SUV,燃油车,SUV,燃油,,heuristic_body+internal_90d,0.88
奥迪q5etron,奥迪,奥迪Q5 e-tron,SUV,新能源,SUV,新能源,,dcd_ranking+heuristic_body+internal_90d,0.96
奥迪q5l,奥迪,奥迪Q5L,SUV,燃油车,SUV,燃油,,dcd_ranking+heuristic_body+internal_90d,0.96
奥迪q5lsportback,奥迪,奥迪Q5L Sportback,SUV,燃油车,SUV,燃油,,dcd_ranking+heuristic_body+internal_90d,0.96
奥迪q5进口,奥迪,奥迪Q5(进口),SUV,燃油车,SUV,燃油,,heuristic_body+internal_90d,0.88
奥迪q6,奥迪,奥迪Q6,SUV,燃油车,SUV,燃油,,dcd_ranking+internal_90d,0.96
奥迪q6letron,奥迪,奥迪Q6L e-tron,SUV,新能源,SUV,新能源,,dcd_ranking+internal_90d,0.96
奥迪q6lsportbacketron,奥迪,奥迪Q6L Sportback e-tron,SUV,新能源,SUV,新能源,,dcd_ranking,0.96
奥迪q7,奥迪,奥迪Q7,SUV,燃油车,SUV,燃油,,dcd_ranking+heuristic_body+internal_90d,0.96
奥迪q7phev,奥迪,奥迪Q7 PHEV,SUV,新能源,SUV,新能源,,heuristic_body+internal_90d,0.88
奥迪q8,奥迪,奥迪Q8,SUV,燃油车,SUV,燃油,,dcd_ranking+heuristic_body+internal_90d,0.96
奥迪r8,奥迪,奥迪R8,,燃油车,,燃油,,internal_90d,0.88
奥迪rs3,奥迪,奥迪RS 3,,燃油车,,燃油,,internal_90d,0.88
奥迪rs4,奥迪,奥迪RS 4,轿车,燃油车,轿车,燃油,,dcd_ranking+internal_90d,0.96
奥迪rs5,奥迪,奥迪RS 5,轿车,燃油车,轿车,燃油,,dcd_ranking+internal_90d,0.96
奥迪rs6,奥迪,奥迪RS 6,轿车,燃油车,轿车,燃油,,dcd_ranking+internal_90d,0.96
奥迪rs7,奥迪,奥迪RS 7,轿车,燃油车,轿车,燃油,,dcd_ranking+internal_90d,0.96
奥迪rsetrongt,奥迪,奥迪RS e-tron GT,,新能源,,新能源,,internal_90d,0.88
奥迪rsq8,奥迪,奥迪RS Q8,SUV,燃油车,SUV,燃油,,heuristic_body+internal_90d,0.88
奥迪s3,奥迪,奥迪S3,,燃油车,,燃油,,internal_90d,0.88
奥迪s4,奥迪,奥迪S4,轿车,燃油车,轿车,燃油,,dcd_ranking+internal_90d,0.96
奥迪s5,奥迪,奥迪S5,轿车,燃油车,轿车,燃油,,dcd_ranking+internal_90d,0.96
奥迪s6,奥迪,奥迪S6,轿车,燃油车,轿车,燃油,,dcd_ranking+internal_90d,0.96
奥迪s7,奥迪,奥迪S7,轿车,燃油车,轿车,燃油,,dcd_ranking+internal_90d,0.96
奥迪s8,奥迪,奥迪S8,,燃油车,,燃油,,internal_90d,0.88
奥迪sq5,奥迪,奥迪SQ5,SUV,燃油车,SUV,燃油,,dcd_ranking+heuristic_body+internal_90d,0.96
奥迪sq5sportback,奥迪,奥迪SQ5 Sportback,SUV,燃油车,SUV,燃油,,heuristic_body+internal_90d,0.88
