unique_product_id,city,brand,series,energy_type,body_type,price_band,market_state,market_match_scope,dsi_label,dsi_model_count,dsi_consistency,qualification_reason
24015320,台州,英菲尼迪,英菲尼迪Q50L,燃油车,SUV,5-10万,结构性行情,national_series_from_city_table,供需平衡,29,0.3793103448275862,结构性行情 + DSI供需平衡
23863175,台州,荣威,CLEVER,新能源,轿车,,结构性行情,national_series_from_city_table,供需平衡,5,0.6,结构性行情 + DSI供需平衡
23449190,台州,雪铁龙,凡尔赛C5 X,燃油车,轿车,5-10万,结构性行情,national_series_from_city_table,供不应求,17,0.7058823529411765,结构性行情 + DSI供不应求
23586636,台州,零跑汽车,零跑C11,新能源,SUV,5-10万,常规行情,national_series_from_city_table,供需平衡,34,0.47058823529411764,常规行情 + DSI供需平衡
23481324,台州,领克,领克03,燃油车,轿车,5-10万,流动行情,national_series_from_city_table,供需平衡,64,0.390625,流动行情 + DSI供需平衡
23890631,台州,领克,领克03,燃油车,轿车,5-10万,流动行情,national_series_from_city_table,供需平衡,64,0.390625,流动行情 + DSI供需平衡
23493891,台州,领克,领克06,燃油车,SUV,5-10万,常规行情,national_series_from_city_table,供不应求,17,0.4117647058823529,常规行情 + DSI供不应求
24426260,台州,领克,领克06,燃油车,SUV,5-10万,常规行情,national_series_from_city_table,供不应求,17,0.4117647058823529,常规行情 + DSI供不应求
23215711,合肥,AITO,问界M5,新能源,SUV,15-20万,常规行情,national_series_from_city_table,供不应求,27,0.5185185185185185,常规行情 + DSI供不应求
24290692,合肥,AITO,问界M5,新能源,SUV,5-10万,常规行情,national_series_from_city_table,供不应求,27,0.5185185185185185,常规行情 + DSI供不应求
23229821,合肥,AITO,问界M7,新能源,SUV,10-15万,上涨行情,city_exact,供不应求,41,0.7560975609756098,上涨行情 + DSI供不应求
23862659,合肥,AITO,问界M7,新能源,SUV,15-20万,上涨行情,city_exact,供不应求,41,0.7560975609756098,上涨行情 + DSI供不应求
23999338,合肥,AITO,问界M7,新能源,SUV,15-20万,上涨行情,city_exact,供不应求,41,0.7560975609756098,上涨行情 + DSI供不应求
24140623,合肥,AITO,问界M7,新能源,SUV,15-20万,上涨行情,city_exact,供不应求,41,0.7560975609756098,上涨行情 + DSI供不应求
24187558,合肥,AITO,问界M7,新能源,SUV,15-20万,上涨行情,city_exact,供不应求,41,0.7560975609756098,上涨行情 + DSI供不应求
24280127,合肥,AITO,问界M7,新能源,SUV,15-20万,上涨行情,city_exact,供不应求,41,0.7560975609756098,上涨行情 + DSI供不应求
24342757,合肥,AITO,问界M7,新能源,SUV,15-20万,上涨行情,city_exact,供不应求,41,0.7560975609756098,上涨行情 + DSI供不应求
24280166,合肥,ARCFOX极狐,极狐 阿尔法S5,新能源,轿车,5-10万,常规行情,national_series_from_city_table,供不应求,15,0.9333333333333333,常规行情 + DSI供不应求
23074418,合肥,ARCFOX极狐,极狐 阿尔法T5,新能源,SUV,5-10万,上涨行情,national_series_from_model_table,供不应求,15,0.9333333333333333,上涨行情 + DSI供不应求
23620834,合肥,firefly萤火虫,firefly萤火虫,新能源,轿车,5-10万,流动行情,city_exact,供不应求,7,1,流动行情 + DSI供不应求
23927689,合肥,firefly萤火虫,firefly萤火虫,新能源,轿车,5-10万,流动行情,city_exact,供不应求,7,1,流动行情 + DSI供不应求
24049306,合肥,firefly萤火虫,firefly萤火虫,新能源,轿车,5-10万,流动行情,city_exact,供不应求,7,1,流动行情 + DSI供不应求
24105010,合肥,firefly萤火虫,firefly萤火虫,新能源,轿车,5-10万,流动行情,city_exact,供不应求,7,1,流动行情 + DSI供不应求
24178993,合肥,firefly萤火虫,firefly萤火虫,新能源,轿车,5-10万,流动行情,city_exact,供不应求,7,1,流动行情 + DSI供不应求
24403583,合肥,firefly萤火虫,firefly萤火虫,新能源,轿车,5-10万,流动行情,city_exact,供不应求,7,1,流动行情 + DSI供不应求
24433023,合肥,firefly萤火虫,firefly萤火虫,新能源,轿车,5-10万,流动行情,city_exact,供不应求,7,1,流动行情 + DSI供不应求
23192537,合肥,iCAR,iCAR超级V23,新能源,SUV,5-10万,流动行情,city_exact,供不应求,9,1,流动行情 + DSI供不应求
23192587,合肥,iCAR,iCAR超级V23,新能源,SUV,5-10万,流动行情,city_exact,供不应求,9,1,流动行情 + DSI供不应求
23195570,合肥,iCAR,iCAR超级V23,新能源,SUV,5-10万,流动行情,city_exact,供不应求,9,1,流动行情 + DSI供不应求
23214510,合肥,iCAR,iCAR超级V23,新能源,SUV,5-10万,流动行情,city_exact,供不应求,9,1,流动行情 + DSI供不应求
24056445,合肥,iCAR,iCAR超级V23,新能源,SUV,5-10万,流动行情,city_exact,供不应求,9,1,流动行情 + DSI供不应求
23790501,合肥,东风奕派,奕派007,新能源,轿车,5-10万,常规行情,national_series_from_model_table,供不应求,17,0.7647058823529411,常规行情 + DSI供不应求
23790520,合肥,东风奕派,奕派007,新能源,轿车,5-10万,常规行情,national_series_from_model_table,供不应求,17,0.7647058823529411,常规行情 + DSI供不应求
23897007,合肥,东风奕派,纳米01,新能源,轿车,0-5万,常规行情,national_series_from_model_table,供不应求,41,0.5121951219512195,常规行情 + DSI供不应求
24198070,合肥,东风奕派,纳米01,新能源,轿车,0-5万,常规行情,national_series_from_model_table,供不应求,41,0.5121951219512195,常规行情 + DSI供不应求
23202877,合肥,丰田,亚洲龙,燃油车,轿车,5-10万,结构性行情,national_series_from_city_table,供不应求,54,0.48148148148148145,结构性行情 + DSI供不应求
23215864,合肥,丰田,亚洲龙,燃油车,轿车,5-10万,结构性行情,national_series_from_city_table,供不应求,54,0.48148148148148145,结构性行情 + DSI供不应求
23346005,合肥,丰田,亚洲龙,燃油车,轿车,5-10万,结构性行情,national_series_from_city_table,供不应求,54,0.48148148148148145,结构性行情 + DSI供不应求
23899129,合肥,丰田,亚洲龙,燃油车,轿车,5-10万,结构性行情,national_series_from_city_table,供不应求,54,0.48148148148148145,结构性行情 + DSI供不应求
23931321,合肥,丰田,亚洲龙,燃油车,轿车,0-5万,结构性行情,national_series_from_city_table,供不应求,54,0.48148148148148145,结构性行情 + DSI供不应求
24119955,合肥,丰田,亚洲龙,燃油车,轿车,10-15万,结构性行情,national_series_from_city_table,供不应求,54,0.48148148148148145,结构性行情 + DSI供不应求
23205517,合肥,丰田,凯美瑞,燃油车,轿车,10-15万,结构性行情,national_series_from_city_table,供需平衡,151,0.3509933774834437,结构性行情 + DSI供需平衡
23297153,合肥,丰田,凯美瑞,燃油车,轿车,10-15万,结构性行情,national_series_from_city_table,供需平衡,151,0.3509933774834437,结构性行情 + DSI供需平衡
23345422,合肥,丰田,凯美瑞,燃油车,轿车,10-15万,结构性行情,national_series_from_city_table,供需平衡,151,0.3509933774834437,结构性行情 + DSI供需平衡
23718609,合肥,丰田,凯美瑞,燃油车,轿车,10-15万,结构性行情,national_series_from_city_table,供需平衡,151,0.3509933774834437,结构性行情 + DSI供需平衡
23724032,合肥,丰田,凯美瑞,燃油车,轿车,5-10万,结构性行情,national_series_from_city_table,供需平衡,151,0.3509933774834437,结构性行情 + DSI供需平衡
23812666,合肥,丰田,凯美瑞,燃油车,轿车,5-10万,结构性行情,national_series_from_city_table,供需平衡,151,0.3509933774834437,结构性行情 + DSI供需平衡
23845113,合肥,丰田,凯美瑞,燃油车,轿车,5-10万,结构性行情,national_series_from_city_table,供需平衡,151,0.3509933774834437,结构性行情 + DSI供需平衡
24143138,合肥,丰田,凯美瑞,燃油车,轿车,10-15万,结构性行情,national_series_from_city_table,供需平衡,151,0.3509933774834437,结构性行情 + DSI供需平衡
24166774,合肥,丰田,凯美瑞,燃油车,轿车,5-10万,结构性行情,national_series_from_city_table,供需平衡,151,0.3509933774834437,结构性行情 + DSI供需平衡
24279401,合肥,丰田,凯美瑞,燃油车,轿车,,结构性行情,national_series_from_city_table,供需平衡,151,0.3509933774834437,结构性行情 + DSI供需平衡
24284261,合肥,丰田,凯美瑞,燃油车,轿车,5-10万,结构性行情,national_series_from_city_table,供需平衡,151,0.3509933774834437,结构性行情 + DSI供需平衡
24342413,合肥,丰田,凯美瑞,燃油车,轿车,5-10万,结构性行情,national_series_from_city_table,供需平衡,151,0.3509933774834437,结构性行情 + DSI供需平衡
24410335,合肥,丰田,凯美瑞,燃油车,轿车,5-10万,结构性行情,national_series_from_city_table,供需平衡,151,0.3509933774834437,结构性行情 + DSI供需平衡
24458427,合肥,丰田,凯美瑞,燃油车,轿车,5-10万,结构性行情,national_series_from_city_table,供需平衡,151,0.3509933774834437,结构性行情 + DSI供需平衡
23162844,合肥,丰田,卡罗拉,燃油车,轿车,5-10万,结构性行情,national_series_from_city_table,供需平衡,123,0.43902439024390244,结构性行情 + DSI供需平衡
23297161,合肥,丰田,卡罗拉,燃油车,轿车,0-5万,结构性行情,national_series_from_city_table,供需平衡,123,0.43902439024390244,结构性行情 + DSI供需平衡
23339678,合肥,丰田,卡罗拉,燃油车,轿车,0-5万,结构性行情,national_series_from_city_table,供需平衡,123,0.43902439024390244,结构性行情 + DSI供需平衡
23802275,合肥,丰田,卡罗拉,燃油车,轿车,5-10万,结构性行情,national_series_from_city_table,供需平衡,123,0.43902439024390244,结构性行情 + DSI供需平衡
23971520,合肥,丰田,卡罗拉,燃油车,轿车,0-5万,结构性行情,national_series_from_city_table,供需平衡,123,0.43902439024390244,结构性行情 + DSI供需平衡
24119949,合肥,丰田,卡罗拉,燃油车,轿车,5-10万,结构性行情,national_series_from_city_table,供需平衡,123,0.43902439024390244,结构性行情 + DSI供需平衡
24284598,合肥,丰田,卡罗拉,燃油车,轿车,0-5万,结构性行情,national_series_from_city_table,供需平衡,123,0.43902439024390244,结构性行情 + DSI供需平衡
23218142,合肥,丰田,锋兰达,燃油车,SUV,5-10万,常规行情,national_series_from_city_table,供不应求,26,0.46153846153846156,常规行情 + DSI供不应求
23397470,合肥,乐道,乐道L60,新能源,SUV,10-15万,常规行情,city_exact,供不应求,10,0.9,常规行情 + DSI供不应求
23734986,合肥,乐道,乐道L60,新能源,SUV,10-15万,常规行情,city_exact,供不应求,10,0.9,常规行情 + DSI供不应求
23762960,合肥,乐道,乐道L60,新能源,SUV,10-15万,常规行情,city_exact,供不应求,10,0.9,常规行情 + DSI供不应求
23818736,合肥,乐道,乐道L60,新能源,SUV,5-10万,常规行情,city_exact,供不应求,10,0.9,常规行情 + DSI供不应求
23826080,合肥,乐道,乐道L60,新能源,SUV,5-10万,常规行情,city_exact,供不应求,10,0.9,常规行情 + DSI供不应求
23893542,合肥,乐道,乐道L60,新能源,SUV,10-15万,常规行情,city_exact,供不应求,10,0.9,常规行情 + DSI供不应求
23898354,合肥,乐道,乐道L60,新能源,SUV,10-15万,常规行情,city_exact,供不应求,10,0.9,常规行情 + DSI供不应求
24152688,合肥,乐道,乐道L60,新能源,SUV,10-15万,常规行情,city_exact,供不应求,10,0.9,常规行情 + DSI供不应求
24182312,合肥,乐道,乐道L60,新能源,SUV,5-10万,常规行情,city_exact,供不应求,10,0.9,常规行情 + DSI供不应求
24211860,合肥,乐道,乐道L60,新能源,SUV,5-10万,常规行情,city_exact,供不应求,10,0.9,常规行情 + DSI供不应求
24215202,合肥,乐道,乐道L60,新能源,SUV,5-10万,常规行情,city_exact,供不应求,10,0.9,常规行情 + DSI供不应求
24338431,合肥,乐道,乐道L60,新能源,SUV,5-10万,常规行情,city_exact,供不应求,10,0.9,常规行情 + DSI供不应求
24038793,合肥,乐道,乐道L90,新能源,SUV,15-20万,结构性行情,national_series_from_city_table,供不应求,10,0.9,结构性行情 + DSI供不应求
24115773,合肥,乐道,乐道L90,新能源,SUV,15-20万,结构性行情,national_series_from_city_table,供不应求,10,0.9,结构性行情 + DSI供不应求
24120726,合肥,乐道,乐道L90,新能源,SUV,15-20万,结构性行情,national_series_from_city_table,供不应求,10,0.9,结构性行情 + DSI供不应求
24123133,合肥,乐道,乐道L90,新能源,SUV,15-20万,结构性行情,national_series_from_city_table,供不应求,10,0.9,结构性行情 + DSI供不应求
24342840,合肥,乐道,乐道L90,新能源,SUV,15-20万,结构性行情,national_series_from_city_table,供不应求,10,0.9,结构性行情 + DSI供不应求
24353563,合肥,乐道,乐道L90,新能源,SUV,15-20万,结构性行情,national_series_from_city_table,供不应求,10,0.9,结构性行情 + DSI供不应求
24418526,合肥,乐道,乐道L90,新能源,SUV,10-15万,结构性行情,national_series_from_city_table,供不应求,10,0.9,结构性行情 + DSI供不应求
22993534,合肥,五菱汽车,五菱宏光,燃油车,其他,0-5万,常规行情,national_series_from_model_table,供不应求,59,0.423728813559322,常规行情 + DSI供不应求
23087310,合肥,五菱汽车,五菱宏光,燃油车,其他,0-5万,常规行情,national_series_from_model_table,供不应求,59,0.423728813559322,常规行情 + DSI供不应求
23449000,合肥,五菱汽车,五菱宏光MINIEV,新能源,轿车,0-5万,上涨行情,city_exact,供不应求,56,0.6964285714285714,上涨行情 + DSI供不应求
23504031,合肥,五菱汽车,五菱宏光MINIEV,新能源,轿车,0-5万,上涨行情,city_exact,供不应求,56,0.6964285714285714,上涨行情 + DSI供不应求
23574406,合肥,五菱汽车,五菱宏光MINIEV,新能源,轿车,0-5万,上涨行情,city_exact,供不应求,56,0.6964285714285714,上涨行情 + DSI供不应求
23756250,合肥,五菱汽车,五菱宏光MINIEV,新能源,轿车,0-5万,上涨行情,city_exact,供不应求,56,0.6964285714285714,上涨行情 + DSI供不应求
23904463,合肥,五菱汽车,五菱宏光MINIEV,新能源,轿车,0-5万,上涨行情,city_exact,供不应求,56,0.6964285714285714,上涨行情 + DSI供不应求
24215209,合肥,五菱汽车,五菱宏光MINIEV,新能源,轿车,0-5万,上涨行情,city_exact,供不应求,56,0.6964285714285714,上涨行情 + DSI供不应求
24215215,合肥,五菱汽车,五菱宏光MINIEV,新能源,轿车,0-5万,上涨行情,city_exact,供不应求,56,0.6964285714285714,上涨行情 + DSI供不应求
24215224,合肥,五菱汽车,五菱宏光MINIEV,新能源,轿车,0-5万,上涨行情,city_exact,供不应求,56,0.6964285714285714,上涨行情 + DSI供不应求
24253222,合肥,五菱汽车,五菱宏光MINIEV,新能源,轿车,0-5万,上涨行情,city_exact,供不应求,56,0.6964285714285714,上涨行情 + DSI供不应求
24295922,合肥,五菱汽车,五菱宏光MINIEV,新能源,轿车,0-5万,上涨行情,city_exact,供不应求,56,0.6964285714285714,上涨行情 + DSI供不应求
24316800,合肥,五菱汽车,五菱宏光MINIEV,新能源,轿车,0-5万,上涨行情,city_exact,供不应求,56,0.6964285714285714,上涨行情 + DSI供不应求
24331969,合肥,五菱汽车,五菱宏光MINIEV,新能源,轿车,0-5万,上涨行情,city_exact,供不应求,56,0.6964285714285714,上涨行情 + DSI供不应求
23806533,合肥,五菱汽车,五菱缤果,新能源,轿车,5-10万,结构性行情,national_series_from_city_table,供不应求,18,0.6111111111111112,结构性行情 + DSI供不应求
24048857,合肥,五菱汽车,五菱缤果,新能源,轿车,0-5万,结构性行情,national_series_from_city_table,供不应求,18,0.6111111111111112,结构性行情 + DSI供不应求
24215211,合肥,五菱汽车,五菱缤果,新能源,轿车,0-5万,结构性行情,national_series_from_city_table,供不应求,18,0.6111111111111112,结构性行情 + DSI供不应求
24227464,合肥,五菱汽车,五菱缤果,新能源,轿车,0-5万,结构性行情,national_series_from_city_table,供不应求,18,0.6111111111111112,结构性行情 + DSI供不应求
23524929,合肥,享界,享界S9T,新能源,轿车,20-30万,结构性行情,national_series_from_city_table,供不应求,14,0.8571428571428571,结构性行情 + DSI供不应求
23525020,合肥,享界,享界S9T,新能源,轿车,20-30万,结构性行情,national_series_from_city_table,供不应求,14,0.8571428571428571,结构性行情 + DSI供不应求
23643819,合肥,享界,享界S9T,新能源,轿车,30-50万,结构性行情,national_series_from_city_table,供不应求,14,0.8571428571428571,结构性行情 + DSI供不应求
23215381,合肥,凯迪拉克,凯迪拉克ATS-L,燃油车,轿车,5-10万,常规行情,national_series_from_city_table,供需平衡,17,0.47058823529411764,常规行情 + DSI供需平衡
23088370,合肥,凯迪拉克,凯迪拉克CT4,燃油车,轿车,5-10万,结构性行情,national_series_from_city_table,供不应求,12,0.5833333333333334,结构性行情 + DSI供不应求
23866796,合肥,凯迪拉克,凯迪拉克CT4,燃油车,轿车,5-10万,结构性行情,national_series_from_city_table,供不应求,12,0.5833333333333334,结构性行情 + DSI供不应求
23098682,合肥,凯迪拉克,凯迪拉克CT6,燃油车,轿车,30-50万,结构性行情,national_series_from_city_table,供需平衡,56,0.39285714285714285,结构性行情 + DSI供需平衡
23306200,合肥,凯迪拉克,凯迪拉克CT6,燃油车,轿车,10-15万,结构性行情,national_series_from_city_table,供需平衡,56,0.39285714285714285,结构性行情 + DSI供需平衡
23439460,合肥,凯迪拉克,凯迪拉克CT6,燃油车,轿车,15-20万,结构性行情,national_series_from_city_table,供需平衡,56,0.39285714285714285,结构性行情 + DSI供需平衡
23726808,合肥,凯迪拉克,凯迪拉克GT4,燃油车,SUV,5-10万,常规行情,national_series_from_model_table,供不应求,4,1,常规行情 + DSI供不应求
24292473,合肥,凯迪拉克,凯迪拉克XT6,燃油车,SUV,15-20万,结构性行情,national_series_from_city_table,供不应求,71,0.39436619718309857,结构性行情 + DSI供不应求
24237763,合肥,别克,别克GL6,燃油车,MPV,0-5万,常规行情,national_series_from_model_table,供需平衡,15,0.5333333333333333,常规行情 + DSI供需平衡
24266092,合肥,北京越野,北京越野BJ30,燃油车,SUV,5-10万,常规行情,national_series_from_model_table,供不应求,16,0.875,常规行情 + DSI供不应求
23754061,合肥,北京越野,北京越野BJ40,燃油车,SUV,5-10万,结构性行情,national_series_from_city_table,供需平衡,126,0.38095238095238093,结构性行情 + DSI供需平衡
23626388,合肥,吉利几何,吉利几何E萤火虫,新能源,SUV,0-5万,常规行情,national_series_from_city_table,供不应求,16,0.75,常规行情 + DSI供不应求
23898362,合肥,吉利几何,吉利几何E萤火虫,新能源,SUV,0-5万,常规行情,national_series_from_city_table,供不应求,16,0.75,常规行情 + DSI供不应求
23459286,合肥,吉利汽车,博瑞,燃油车,轿车,0-5万,常规行情,national_series_from_city_table,供需平衡,37,0.43243243243243246,常规行情 + DSI供需平衡
23162838,合肥,吉利汽车,博越L,燃油车,SUV,5-10万,常规行情,national_series_from_city_table,供不应求,14,0.42857142857142855,常规行情 + DSI供不应求
23790676,合肥,吉利汽车,博越L,燃油车,SUV,5-10万,常规行情,national_series_from_city_table,供不应求,14,0.42857142857142855,常规行情 + DSI供不应求
24256679,合肥,吉利汽车,博越L,燃油车,SUV,5-10万,常规行情,national_series_from_city_table,供不应求,14,0.42857142857142855,常规行情 + DSI供不应求
23455712,合肥,吉利汽车,帝豪,燃油车,轿车,5-10万,结构性行情,national_series_from_city_table,供需平衡,97,0.41237113402061853,结构性行情 + DSI供需平衡
23459375,合肥,吉利汽车,帝豪,燃油车,轿车,0-5万,结构性行情,national_series_from_city_table,供需平衡,97,0.41237113402061853,结构性行情 + DSI供需平衡
23914366,合肥,吉利汽车,帝豪,燃油车,轿车,,结构性行情,national_series_from_city_table,供需平衡,97,0.41237113402061853,结构性行情 + DSI供需平衡
24168656,合肥,吉利汽车,帝豪,燃油车,轿车,0-5万,结构性行情,national_series_from_city_table,供需平衡,97,0.41237113402061853,结构性行情 + DSI供需平衡
24212644,合肥,吉利汽车,帝豪,燃油车,轿车,0-5万,结构性行情,national_series_from_city_table,供需平衡,97,0.41237113402061853,结构性行情 + DSI供需平衡
24418514,合肥,吉利汽车,帝豪,燃油车,轿车,0-5万,结构性行情,national_series_from_city_table,供需平衡,97,0.41237113402061853,结构性行情 + DSI供需平衡
23577287,合肥,吉利汽车,帝豪L HiP,新能源,轿车,0-5万,结构性行情,city_exact,供需平衡,10,0.6,结构性行情 + DSI供需平衡
23832494,合肥,吉利汽车,帝豪L HiP,新能源,轿车,0-5万,结构性行情,city_exact,供需平衡,10,0.6,结构性行情 + DSI供需平衡
23363316,合肥,吉利汽车,星瑞,燃油车,轿车,5-10万,结构性行情,city_exact,供需平衡,40,0.375,结构性行情 + DSI供需平衡
23592411,合肥,吉利汽车,星瑞,燃油车,轿车,5-10万,结构性行情,city_exact,供需平衡,40,0.375,结构性行情 + DSI供需平衡
23722254,合肥,吉利汽车,星瑞,燃油车,轿车,5-10万,结构性行情,city_exact,供需平衡,40,0.375,结构性行情 + DSI供需平衡
23768323,合肥,吉利汽车,星瑞,燃油车,轿车,0-5万,结构性行情,city_exact,供需平衡,40,0.375,结构性行情 + DSI供需平衡
23904461,合肥,吉利汽车,星瑞,燃油车,轿车,5-10万,结构性行情,city_exact,供需平衡,40,0.375,结构性行情 + DSI供需平衡
24046383,合肥,吉利汽车,星瑞,燃油车,轿车,5-10万,结构性行情,city_exact,供需平衡,40,0.375,结构性行情 + DSI供需平衡
24109101,合肥,吉利汽车,星瑞,燃油车,轿车,5-10万,结构性行情,city_exact,供需平衡,40,0.375,结构性行情 + DSI供需平衡
24109111,合肥,吉利汽车,星瑞,燃油车,轿车,5-10万,结构性行情,city_exact,供需平衡,40,0.375,结构性行情 + DSI供需平衡
24116815,合肥,吉利汽车,星瑞,燃油车,轿车,0-5万,结构性行情,city_exact,供需平衡,40,0.375,结构性行情 + DSI供需平衡
24185149,合肥,吉利汽车,星瑞,燃油车,轿车,5-10万,结构性行情,city_exact,供需平衡,40,0.375,结构性行情 + DSI供需平衡
24209906,合肥,吉利汽车,星瑞,燃油车,轿车,5-10万,结构性行情,city_exact,供需平衡,40,0.375,结构性行情 + DSI供需平衡
24287164,合肥,吉利汽车,星瑞,燃油车,轿车,0-5万,结构性行情,city_exact,供需平衡,40,0.375,结构性行情 + DSI供需平衡
24305403,合肥,吉利汽车,星瑞,燃油车,轿车,0-5万,结构性行情,city_exact,供需平衡,40,0.375,结构性行情 + DSI供需平衡
23162839,合肥,吉利汽车,星越L,燃油车,SUV,5-10万,流动行情,city_exact,供需平衡,31,0.4838709677419355,流动行情 + DSI供需平衡
23215718,合肥,吉利汽车,星越L,燃油车,SUV,5-10万,流动行情,city_exact,供需平衡,31,0.4838709677419355,流动行情 + DSI供需平衡
23227101,合肥,吉利汽车,星越L,燃油车,SUV,5-10万,流动行情,city_exact,供需平衡,31,0.4838709677419355,流动行情 + DSI供需平衡
23487450,合肥,吉利汽车,星越L,燃油车,SUV,5-10万,流动行情,city_exact,供需平衡,31,0.4838709677419355,流动行情 + DSI供需平衡
23818747,合肥,吉利汽车,星越L,燃油车,SUV,5-10万,流动行情,city_exact,供需平衡,31,0.4838709677419355,流动行情 + DSI供需平衡
23955333,合肥,吉利汽车,星越L,燃油车,SUV,5-10万,流动行情,city_exact,供需平衡,31,0.4838709677419355,流动行情 + DSI供需平衡
23965628,合肥,吉利汽车,星越L,燃油车,SUV,5-10万,流动行情,city_exact,供需平衡,31,0.4838709677419355,流动行情 + DSI供需平衡
24213120,合肥,吉利汽车,星越L,燃油车,SUV,5-10万,流动行情,city_exact,供需平衡,31,0.4838709677419355,流动行情 + DSI供需平衡
23134404,合肥,吉利汽车,缤越,燃油车,SUV,0-5万,常规行情,national_series_from_city_table,供需平衡,37,0.43243243243243246,常规行情 + DSI供需平衡
23776149,合肥,吉利汽车,缤越,燃油车,SUV,0-5万,常规行情,national_series_from_city_table,供需平衡,37,0.43243243243243246,常规行情 + DSI供需平衡
23891532,合肥,吉利汽车,缤越,燃油车,SUV,0-5万,常规行情,national_series_from_city_table,供需平衡,37,0.43243243243243246,常规行情 + DSI供需平衡
24218957,合肥,吉利汽车,缤越,燃油车,SUV,0-5万,常规行情,national_series_from_city_table,供需平衡,37,0.43243243243243246,常规行情 + DSI供需平衡
23588387,合肥,吉利银河,星愿,新能源,轿车,5-10万,流动行情,city_exact,供不应求,15,1,流动行情 + DSI供不应求
23588389,合肥,吉利银河,星愿,新能源,轿车,5-10万,流动行情,city_exact,供不应求,15,1,流动行情 + DSI供不应求
23589645,合肥,吉利银河,星愿,新能源,轿车,5-10万,流动行情,city_exact,供不应求,15,1,流动行情 + DSI供不应求
23621538,合肥,吉利银河,星愿,新能源,轿车,5-10万,流动行情,city_exact,供不应求,15,1,流动行情 + DSI供不应求
23621542,合肥,吉利银河,星愿,新能源,轿车,5-10万,流动行情,city_exact,供不应求,15,1,流动行情 + DSI供不应求
23634673,合肥,吉利银河,星愿,新能源,轿车,5-10万,流动行情,city_exact,供不应求,15,1,流动行情 + DSI供不应求
23648727,合肥,吉利银河,星愿,新能源,轿车,5-10万,流动行情,city_exact,供不应求,15,1,流动行情 + DSI供不应求
23758972,合肥,吉利银河,星愿,新能源,轿车,5-10万,流动行情,city_exact,供不应求,15,1,流动行情 + DSI供不应求
23763161,合肥,吉利银河,星愿,新能源,轿车,5-10万,流动行情,city_exact,供不应求,15,1,流动行情 + DSI供不应求
23885051,合肥,吉利银河,星愿,新能源,轿车,5-10万,流动行情,city_exact,供不应求,15,1,流动行情 + DSI供不应求
23413896,合肥,吉利银河,熊猫,新能源,轿车,0-5万,流动行情,city_exact,供不应求,36,0.6111111111111112,流动行情 + DSI供不应求
23536540,合肥,吉利银河,熊猫,新能源,轿车,0-5万,流动行情,city_exact,供不应求,36,0.6111111111111112,流动行情 + DSI供不应求
23580358,合肥,吉利银河,熊猫,新能源,轿车,0-5万,流动行情,city_exact,供不应求,36,0.6111111111111112,流动行情 + DSI供不应求
23581143,合肥,吉利银河,熊猫,新能源,轿车,0-5万,流动行情,city_exact,供不应求,36,0.6111111111111112,流动行情 + DSI供不应求
23583601,合肥,吉利银河,熊猫,新能源,轿车,0-5万,流动行情,city_exact,供不应求,36,0.6111111111111112,流动行情 + DSI供不应求
23584094,合肥,吉利银河,熊猫,新能源,轿车,0-5万,流动行情,city_exact,供不应求,36,0.6111111111111112,流动行情 + DSI供不应求
23586400,合肥,吉利银河,熊猫,新能源,轿车,0-5万,流动行情,city_exact,供不应求,36,0.6111111111111112,流动行情 + DSI供不应求
23587312,合肥,吉利银河,熊猫,新能源,轿车,0-5万,流动行情,city_exact,供不应求,36,0.6111111111111112,流动行情 + DSI供不应求
23588646,合肥,吉利银河,熊猫,新能源,轿车,0-5万,流动行情,city_exact,供不应求,36,0.6111111111111112,流动行情 + DSI供不应求
23590098,合肥,吉利银河,熊猫,新能源,轿车,0-5万,流动行情,city_exact,供不应求,36,0.6111111111111112,流动行情 + DSI供不应求
23768017,合肥,吉利银河,熊猫,新能源,轿车,0-5万,流动行情,city_exact,供不应求,36,0.6111111111111112,流动行情 + DSI供不应求
23818206,合肥,吉利银河,熊猫,新能源,轿车,0-5万,流动行情,city_exact,供不应求,36,0.6111111111111112,流动行情 + DSI供不应求
23912066,合肥,吉利银河,熊猫,新能源,轿车,0-5万,流动行情,city_exact,供不应求,36,0.6111111111111112,流动行情 + DSI供不应求
24179322,合肥,吉利银河,熊猫,新能源,轿车,0-5万,流动行情,city_exact,供不应求,36,0.6111111111111112,流动行情 + DSI供不应求
24275011,合肥,吉利银河,熊猫,新能源,轿车,0-5万,流动行情,city_exact,供不应求,36,0.6111111111111112,流动行情 + DSI供不应求
23797336,合肥,吉利银河,银河E5,新能源,SUV,5-10万,常规行情,national_series_from_city_table,供不应求,10,1,常规行情 + DSI供不应求
24219041,合肥,吉利银河,银河E5,新能源,SUV,5-10万,常规行情,national_series_from_city_table,供不应求,10,1,常规行情 + DSI供不应求
23363365,合肥,吉利银河,银河星耀8 PHEV,新能源,轿车,10-15万,常规行情,national_series_from_city_table,供不应求,8,0.75,常规行情 + DSI供不应求
23883211,合肥,吉利银河,银河星舰7 EM-i,新能源,SUV,5-10万,常规行情,national_series_from_city_table,供不应求,9,1,常规行情 + DSI供不应求
24302449,合肥,吉利银河,银河星舰7 EM-i,新能源,SUV,5-10万,常规行情,national_series_from_city_table,供不应求,9,1,常规行情 + DSI供不应求
